id,name,city,cuisine,rating,cost
531342,Janta Sweet House,abohar,"sweets,bakery",4.4,200.0
158203,theka coffee desi,abohar,beverages,3.8,100.0
187912,Singh Hut,abohar,"fast food,indian",3.7,250.0
158204,Sam Uncle,abohar,continental,3.6,200.0
156588,shere punjab veg,abohar,north indian,4.0,150.0
156602,Hinglaj Kachori Bhandhar,abohar,"snacks,chaat",4.2,100.0
156590,Sethi Milk Badam,abohar,"sweets,desserts",4.2,100.0
156587,Bharawan Da Dhaba,abohar,indian,4.4,300.0
394554,Roll Express,abohar,fast food,4.0,200.0
530909,FOODY MOOD,abohar,"fast food,chinese",4.7,300.0
420675,Royal Chicken,abohar,"mughlai,north indian",4.2,200.0
171675,Domino's Pizza,abohar,pizzas,4.4,400.0
351387,NIKKU VEG THALI,abohar,north indian,4.1,150.0
461724,SUDESH FAST FOOD,abohar,"bakery,chinese",4.0,250.0
161405,Bihari da vaishno dhaba,abohar,north indian,4.0,200.0
224008,Sharma Bakery,adilabad,bakery,3.5,100.0
165533,IFC Restaurant,adilabad,american,3.5,400.0
225827,Ayappa Fast Food,adilabad,chinese,3.6,100.0
242943,Hot N Chill Restaurant,adilabad,"european,italian",3.5,150.0
186286,China Kitchen Fast Food,adilabad,"chinese,fast food",3.1,150.0
166613,Devi Family Restaurant,adilabad,"indian,chinese",3.4,400.0
186289,Hotel Radha Grand Family restaurant,adilabad,biryani,3.5,200.0
165532,Hotel Surabhi Grand,adilabad,"indian,chinese",3.7,300.0
169281,Food Court,adilabad,"indian,chinese",3.4,400.0
167432,Minerva Ice Cream,adilabad,desserts,4.0,250.0
226299,Lotus Grand Family Restaurant,adilabad,biryani,3.6,250.0
167412,Sri Sai Mom's Kitchen Restaurant,adilabad,biryani,3.3,400.0
165530,Renuka Hotel,adilabad,south indian,3.1,250.0
255925,Tanishq Family Restaurant,adilabad,"chinese,indian",3.7,250.0
225921,KMC Hotel,adilabad,biryani,3.6,100.0
321587,Kwality Walls Frozen Dessert and Ice Cream Shop,adityapur,desserts,4.8,300.0
439487,La Pino'z Pizza,adityapur,"pizzas,fast food",4.1,200.0
397980,Chaw Box,adityapur,"chinese,north indian",3.3,300.0
304302,Cafe Coffee Day,adityapur,"beverages,snacks",3.7,300.0
533186,Aditya Inn Restaurant,adityapur,"biryani,chinese",3.6,150.0
138890,Indian Bakery,adityapur,bakery,3.3,200.0
137701,The Onyx (Pure veg),adityapur,"indian,chinese",3.8,300.0
133352,NEW GANGOUR SWEETS (Adityapur),adityapur,south indian,4.0,200.0
150497,National Bakery,adityapur,"bakery,snacks",4.4,399.0
113948,KFC,adityapur,"american,snacks",4.0,400.0
412357,Buddha Delight - Gamharia,adityapur,"chinese,indian",3.5,200.0
102037,Dosa Planet,adityapur,"south indian,indian",3.9,249.0
101351,Pizza Hut,adityapur,pizzas,3.3,350.0
102842,Junction,adityapur,"indian,chinese",3.9,399.0
138891,Kolkata Royal Biryani,adityapur,"biryani,street food",3.7,150.0
143143,Yummerica Fries,adityapur,"american,beverages",3.8,400.0
558957,Tandoori Hut,adityapur,"north indian,tandoor",4.4,400.0
489011,Karim's,adityapur,"snacks,kebabs",2.7,500.0
116273,New Gangour Sweets (Bistupur),adityapur,sweets,4.3,99.0
478936,Momo Nation Cafe,adityapur,"nepalese,chinese",3.8,200.0
477627,NIC Natural Ice Creams,adityapur,"ice cream,desserts",4.4,120.0
437616,Haldiram's Prabhuji,adityapur,"north indian,south indian",4.0,300.0
342366,Chowringhee Square,adityapur,"biryani,north indian",3.5,250.0
557008,Kanya Restaurant,adityapur,"north indian,chinese",4.1,200.0
97199,Domino's Pizza,adityapur,pizzas,4.1,400.0
134569,Motel Madhuban,adityapur,"indian,chinese",4.1,499.0
183009,Baker Street,adityapur,bakery,4.1,150.0
174586,Dasaprakash,adityapur,"south indian,north indian",4.3,400.0
102042,Biryani House,adityapur,"biryani,indian",2.9,499.0
431339,Little Metro,adityapur,"north indian,chinese",3.9,200.0
109550,The Madrasi Hotel,adityapur,south indian,4.3,299.0
477628,Grameen Kulfi,adityapur,"ice cream,desserts",4.5,120.0
129550,Asian Inn,adityapur,"indian,tandoor",4.0,399.0
387674,Biggies Burger,adityapur,"american,fast food",3.8,300.0
183165,Kaveri (Adityapur),adityapur,indian,3.5,200.0
293915,Subway,adityapur,"healthy food,salads",3.3,350.0
109258,What's up Food,adityapur,chinese,3.6,200.0
483552,AUROUS RESTRO LOUNGE,adityapur,"continental,american",4.0,500.0
517939,The Novelty,adityapur,"south indian,chinese",2.7,249.0
154840,Anand,adityapur,"south indian,indian",4.3,299.0
494001,Kolkata Biryani - Jugsalai,adityapur,biryani,3.8,150.0
510109,The Bawarchi,adityapur,"north indian,chinese",2.5,150.0
249335,BEYOND TEMPTATION,adityapur,"pizzas,pastas",3.3,199.0
174458,Milanee s Kitchen,adityapur,"bengali,indian",4.2,399.0
129691,Al Karim Fast Food,adityapur,"street food,chinese",4.2,200.0
139864,Raj Sweets and Snackes (Sindhi),adityapur,"indian,south indian",3.7,200.0
486482,The Moti Mahal,adityapur,"indian,chinese",3.2,399.0
109839,Manohar Maharaj & Sons,adityapur,"south indian,chaat",4.3,100.0
102219,Chinese Inn,adityapur,"chinese,indian",4.2,399.0
364571,DELLISH,adityapur,"chinese,continental",3.6,300.0
413342,Ramesh Kulfi,adityapur,"chinese,north indian",3.3,200.0
387177,New Gangour Sweets,adityapur,"sweets,snacks",4.1,200.0
141706,Fakira Chanachur,adityapur,snacks,4.3,199.0
456922,Sehat World,adityapur,"beverages,italian",3.8,50.0
102582,Brubeck Bakery,adityapur,"bakery,desserts",4.1,200.0
405031,Annapurna,adityapur,"chinese,tandoor",4.2,200.0
263185,The Chocolate Room,adityapur,"bakery,beverages",3.7,400.0
109549,Le Bon,adityapur,"bakery,pizzas",4.2,399.0
163436,New Chappan Bhog - Bistupur,adityapur,"sweets,snacks",4.3,200.0
282630,TIME OUT,adityapur,"chaat,south indian",4.1,299.0
255651,GUAVA - ALL DAY BISTRO,adityapur,"chinese,biryani",3.8,300.0
413451,Chulha Chauka,adityapur,"thalis,indian",3.5,100.0
523044,Olive  Multicuisine Restaurant,adityapur,"chinese,north indian",4.0,300.0
102038,Hong Kong,adityapur,chinese,4.0,400.0
403754,BAKING BOND,adityapur,"bakery,desserts",4.4,199.0
103649,Blooms,adityapur,indian,3.8,250.0
430451,Chai Break,adityapur,"north indian,chinese",4.3,400.0
518548,BIRYANI  WALE,adityapur,biryani,2.4,200.0
447526,Pizza Peddler,adityapur,"pizzas,pastas",3.8,200.0
102579,Veggie Corner( Hotel Nataraj),adityapur,"pizzas,south indian",4.3,499.0
518803,Bhatia Milkshake,adityapur,beverages,4.3,299.0
129551,Equinox,adityapur,"indian,chinese",4.5,400.0
104481,Thanco's Natural Ice Cream,adityapur,ice cream,4.5,299.0
113036,Kwality,adityapur,"indian,chinese",4.0,499.0
109548,Bon Appetit,adityapur,"indian,chinese",4.1,300.0
104147,Social 75,adityapur,"continental,indian",4.0,399.0
271964,Baskin Robbins,adityapur,"desserts,ice cream",4.6,250.0
378028,Sagar's Kitchen Kraft,adityapur,"indian,chinese",3.7,199.0
476303,Lion's Pride,adityapur,north indian,3.5,200.0
102581,Chopsticks,adityapur,"indian,chinese",3.3,499.0
186264,New US Pizza,adityapur,"pizzas,snacks",3.6,299.0
211142,Bhook Pyaas,adityapur,"chinese,indian",3.5,200.0
489422,Aditi Foods,adityapur,indian,3.8,100.0
401391,Chinimama,adityapur,"chinese,biryani",4.3,199.0
354669,Brunch Italino (Kadma Market),adityapur,"bakery,desserts",3.9,200.0
153339,Chef Corner,adityapur,"indian,chinese",3.9,299.0
226773,AB Palace,adityapur,"chinese,indian",3.4,200.0
385197,Mathura Mistan Bhandar,adityapur,"sweets,snacks",4.5,200.0
132538,Pizzapuram,adityapur,"pizzas,italian",3.7,200.0
124500,Gopal Dosa,adityapur,south indian,4.1,100.0
370259,Apna Adda,adityapur,"chinese,snacks",4.1,150.0
125180,Babu Moshai,adityapur,"indian,chinese",4.0,349.0
263297,Junction Restaurant,adityapur,"indian,biryani",3.7,399.0
461084,The Bihari  Resturant,adityapur,"north indian,snacks",4.4,200.0
390901,Delhi Darbar (Sakchi ),adityapur,"chinese,biryani",3.7,200.0
111386,The Hungry Bird,adityapur,"north indian,chinese",3.9,300.0
433648,Manohar Chat,adityapur,"chinese,chaat",4.1,150.0
115931,Dosa Hut,adityapur,"south indian,chinese",4.0,200.0
174464,Chicago Pizza,adityapur,"pizzas,pastas",3.1,299.0
163435,New Chappan Bhog - Sakchi,adityapur,"sweets,snacks",4.3,200.0
417015,Laziz Pizza,adityapur,"pizzas,beverages",3.9,300.0
376602,SAKCHI MISTAN BHANDAR,adityapur,"sweets,snacks",4.2,200.0
546139,BIKKGANE BIRYANI,adityapur,"biryani,hyderabadi",4.1,350.0
102578,Campus Adda,adityapur,"chinese,biryani",3.9,200.0
503432,NEW KOLKATA ARSALAN BIRYANI,adityapur,"biryani,fast food",3.8,250.0
385938,Biryani By Kilo,adityapur,"biryani,hyderabadi",4.1,600.0
164297,American Waffle House,adityapur,"waffle,ice cream",4.1,200.0
120193,Lakhi Egg Roll & Caterer,adityapur,"chinese,indian",3.5,299.0
102631,The White Rose,adityapur,"indian,chinese",3.9,499.0
189441,The Belgian Waffle Co.,adityapur,"beverages,desserts",4.5,200.0
102039,Saffron,adityapur,"indian,chinese",4.0,400.0
127463,Brunch Italiano (sakchi),adityapur,bakery,3.7,300.0
109387,Uttar Dakshin,adityapur,"indian,chinese",3.7,200.0
306094,SAGAR RESTAURANT,adityapur,"indian,chinese",4.1,299.0
102577,Silver Spoon,adityapur,indian,4.2,200.0
242722,Pappu Hotel,adityapur,"biryani,chinese",3.0,200.0
528374,Shreshtham,adityapur,"snacks,sweets",3.5,200.0
417020,The Biryani Boxx,adityapur,"biryani,beverages",3.7,200.0
546127,BIRYANI BADSHAH,adityapur,"biryani,hyderabadi",4.1,350.0
195788,Tinkoniya Hotel,adityapur,"snacks,sweets",3.9,150.0
102040,Pappu Restaurant,adityapur,"indian,biryani",3.4,200.0
414252,Jalsa Restaurant,adityapur,"bengali,indian",4.3,200.0
484449,Brother's Chaap and Dhaba,adityapur,"north indian,snacks",4.0,200.0
103646,The Dugout,adityapur,"indian,chinese",3.7,499.0
120977,J K Residency,adityapur,"indian,continental",4.1,400.0
372399,MEALS @ ONE,adityapur,"combo,indian",3.5,200.0
455954,Kebabs & Curry,adityapur,"indian,chinese",3.8,300.0
292480,NABJIBAN KULFI,adityapur,"ice cream,pizzas",4.2,299.0
187581,Momo Square,adityapur,"tibetan,nepalese",3.3,200.0
364460,SAI REGENCY,adityapur,"indian,biryani",4.0,200.0
103645,Jiva Hotel,adityapur,"north indian,chinese",4.2,599.0
207907,Galaxy Sweet & Snacks,adityapur,"chinese,snacks",3.8,150.0
229462,THAALI WALA (Pure Veg Thali),adityapur,"thalis,indian",3.2,199.0
300380,BURGER BUDDY,adityapur,"burgers,street food",4.2,150.0
546062,VADILAL ICE CREAMS,adityapur,ice cream,4.6,200.0
193441,Fusion Restaurant,adityapur,"north indian,chinese",3.9,350.0
165411,The Height 18,adityapur,"indian,chinese",3.0,200.0
400606,Dosa Cafe (Hotel Ganga Regency),adityapur,south indian,4.5,199.0
127034,Hotel Ganga Regency,adityapur,"indian,chinese",4.2,399.0
496555,BASANT PARCEL,adityapur,"north indian,chinese",3.6,100.0
368710,MURARI BHOJANALAY,adityapur,indian,4.1,199.0
302166,PIZZA 99,adityapur,"pizzas,burgers",3.5,200.0
116271,New Gangour Sweets (sakchi),adityapur,"sweets,snacks",4.2,199.0
332173,WOK (Hotel Ganga Regency),adityapur,"chinese,continental",3.8,400.0
385163,Junction Pure Veg Fast Food,adityapur,"street food,chinese",3.8,200.0
414910,DOSA JUNCTION,adityapur,south indian,3.1,150.0
367523,The Cake House,adityapur,bakery,4.5,399.0
370137,Kanchan Egg Roll,adityapur,"chinese,snacks",3.8,150.0
530618,PUJA SWEETS BHALUBASA,adityapur,"bengali,sweets",4.6,100.0
109260,Pipal,adityapur,"indian,chinese",3.9,300.0
369083,The Lajij ( Champaran Meat House ),adityapur,"north indian,chinese",3.6,200.0
109771,Anandam,adityapur,"south indian,north indian",4.4,150.0
164125,7th Heaven Bar and Restaurant,adityapur,"chinese,indian",3.9,250.0
350307,PARATHA NATION,adityapur,"indian,north indian",3.5,200.0
502166,The Chinese Monk,adityapur,chinese,4.1,200.0
380534,OM SAI RAM MOMOS,adityapur,"nepalese,tibetan",4.1,100.0
394135,Meera Tiffin Service,adityapur,"north indian,lucknowi",3.9,200.0
237779,Mithila Sweets and Bakery,adityapur,"sweets,snacks",4.2,299.0
166205,Anurag Fast Food Centre,adityapur,"chinese,fast food",4.1,150.0
153653,Shri Hira Sweets,adityapur,"sweets,snacks",4.4,150.0
279448,KHALSA HOTEL,adityapur,"indian,north indian",4.1,399.0
493220,Green Burst,adityapur,"north indian,biryani",4.0,290.0
124383,The Basement,adityapur,"indian,tandoor",4.2,300.0
326486,QUEST REGENCY,adityapur,"indian,biryani",4.0,400.0
479984,Chakh-Naa,adityapur,chinese,3.9,200.0
152804,The Satkar Hotel,adityapur,"indian,chinese",4.0,200.0
432868,Royal Max Bakery,adityapur,bakery,3.9,200.0
256769,SHER - E- PUNJAB,adityapur,"chinese,north indian",3.9,200.0
251915,SCRATCH,adityapur,"chinese,continental",3.9,400.0
134577,Up 'n' above,adityapur,"indian,chinese",4.0,599.0
481576,Golmuri Mistan Bhandar,adityapur,"sweets,snacks",3.8,100.0
404666,Food From Home,adityapur,"indian,thalis",3.9,199.0
143559,NEW GANGOUR SWEETS (Mango),adityapur,sweets,4.0,200.0
183499,The Crickets Cafe,adityapur,"indian,chinese",4.0,300.0
395982,Delhi Darbar ( Mango ),adityapur,"biryani,tandoor",3.5,200.0
249645,HOTEL DS INTERNATIONAL,adityapur,"north indian,chinese",4.0,300.0
332479,Hungry Kya,adityapur,"biryani,north indian",4.3,200.0
415635,Pure Veg Rasoi,adityapur,snacks,3.6,50.0
410836,Kebab Factory,adityapur,"tandoor,indian",3.6,200.0
377020,BARN N BARBECUE.,adityapur,"chinese,snacks",3.9,200.0
258830,FRANKY'S MOMOS,adityapur,"chinese,nepalese",4.4,150.0
192853,Aman Momos,adityapur,"nepalese,tibetan",4.2,150.0
387711,Annapurna New Suruchi Hotel,adityapur,"indian,south indian",4.4,299.0
258777,The Altira Hotel,adityapur,"chinese,north indian",3.9,250.0
146227,KKFC,adoni,italian,3.8,200.0
146243,Lassi Shop,adoni,"desserts,ice cream",3.8,150.0
146156,Deepthi Pure Veg  family restaurant,adoni,"south indian,north indian",4.1,250.0
218090,S Usha Star Restaurant,adoni,biryani,3.8,250.0
146192,Shawarma king,adoni,"arabian,lebanese",3.5,150.0
239690,Arya Hotel,adoni,"north indian,chinese",4.0,150.0
524742,Pizza House,adoni,"pizzas,fast food",4.4,199.0
466231,Friends Restaurant,adoni,"north indian,chinese",3.6,299.0
312572,Chai Adda,adoni,beverages,3.3,150.0
146161,Deepthi Veg and nonveg Restaurant,adoni,"south indian,north indian",3.6,250.0
323083,Milatary Hotel,adoni,biryani,3.5,150.0
436752,ROTI WALA,adoni,"biryani,healthy food",2.7,199.0
414955,Gokul Chats,adoni,"chinese,chaat",3.4,199.0
459695,Spicy Hut Parcel Point,adoni,north indian,3.9,200.0
303459,SREE TULAJA BHAVANI RESTAURANT,adoni,indian,3.5,250.0
276830,Ma Palle Ruchulu,adoni,south indian,3.0,200.0
297700,Kumbakarna Biryani House,adoni,"biryani,south indian",3.3,250.0
362114,Only Kabab's,adoni,"kebabs,chinese",3.6,250.0
324273,Biryani's' N' More,adoni,biryani,3.3,250.0
218114,Masala Bowl Multicusine Restaurant,adoni,biryani,2.8,250.0
326279,Nakshtra pure veg Restaurant,adoni,"indian,chinese",2.8,250.0
146144,Hotel Madhavi,adoni,south indian,3.4,150.0
228898,Lassi Spot,adoni,ice cream,3.9,250.0
107348,Daya Hari Chatpata,agartala,"north indian,chinese",4.3,300.0
102141,KFC,agartala,"american,snacks",4.0,450.0
396907,Sherowali Bhoj- Non Veg Hotel & Restaurant,agartala,"indian,chinese",3.9,300.0
106153,Sherowali Restaurant and Fast Foods,agartala,"north indian,bakery",4.1,200.0
140286,Daya Hari Mithai,agartala,"indian,chinese",4.2,175.0
129221,Devi Fast Food,agartala,"north indian,chinese",4.1,175.0
216571,Lets Dimsum,agartala,"indian,chinese",4.0,250.0
148652,Swasti Niramish Hotel,agartala,indian,4.0,300.0
226493,Gopal Mistanna Bhandar,agartala,desserts,4.0,100.0
106660,Momos N More,agartala,"chinese,asian",3.9,250.0
144087,Trinayani,agartala,indian,3.9,200.0
354337,UK Pizza Hut,agartala,"american,pizzas",3.9,300.0
133984,Delicious Fast Food And Tiffin Hub,agartala,north indian,3.9,175.0
106644,Shyamasree Restaurant,agartala,north indian,4.0,175.0
459039,NATIONAL FAST FOOD,agartala,"chinese,north indian",3.7,150.0
106649,Heritage,agartala,north indian,3.9,300.0
107356,0 Dergee Celcius,agartala,"desserts,pizzas",3.7,250.0
525705,Radhe Bol,agartala,"south indian,north indian",3.9,300.0
156626,Cholo Khai,agartala,"fast food,chinese",3.7,150.0
542392,MANTU BIRYANI,agartala,"biryani,indian",3.7,100.0
107347,New Ashoka Restaurant,agartala,north indian,3.6,250.0
129223,Abhishek Hotel and Restaurant,agartala,"north indian,chinese",4.0,450.0
106647,Frespresso,agartala,north indian,3.5,250.0
142469,Mrs. Banyan Resturant,agartala,indian,3.6,125.0
166872,Eatopia Zannat,agartala,"indian,chinese",3.7,450.0
391689,Cake plaza,agartala,bakery,4.2,8.0
317459,Sherowali Sweets,agartala,"sweets,desserts",4.4,150.0
288965,Aroma,agartala,"chinese,indian",3.6,200.0
474522,HOTEL NIRAMISH BHOJANALAY,agartala,"indian,snacks",3.2,300.0
397298,MATKAWALA,agartala,"indian,chinese",3.1,200.0
487740,INSTAMOMO,agartala,chinese,3.4,150.0
106656,Hungrilla,agartala,"north indian,chinese",3.7,250.0
381464,Chatpata Cake Corner,agartala,bakery,4.1,150.0
402612,Tiffins (From Hungrilla),agartala,fast food,3.5,200.0
437089,OFUI HOTEL & RESTAURANT,agartala,indian,3.5,150.0
156634,Delicious Fast Food,agartala,indian,3.3,150.0
186059,Momo Magic Cafe,agartala,"chinese,north indian",3.8,200.0
351254,POUSHALI FAST FOOD CENTRE,agartala,"biryani,north indian",3.5,200.0
173873,Swapna Fast Food Center,agartala,indian,3.6,125.0
147499,Rupar Tori Hotel & Restaurant,agartala,indian,4.0,375.0
231022,Smoke N Spice,agartala,"chinese,indian",3.4,200.0
106158,TAJ_An Exclusive Veg Restaurent,agartala,north indian,4.2,275.0
317458,Sherowali Snacks and Bakery,agartala,"bakery,snacks",4.5,150.0
210529,Wow Shawarma,agartala,fast food,4.3,200.0
480230,Hapieee Box,agartala,"fast food,snacks",3.4,300.0
450577,TARA BIRIYANI,agartala,"biryani,indian",3.5,200.0
167658,The Roll Hut,agartala,"chinese,north indian",4.1,175.0
429042,Hotel Rimi International,agartala,"indian,continental",3.8,1000.0
387090,Bawarchi Kolkata,agartala,"indian,chinese",4.1,150.0
129225,Pizza'ria,agartala,continental,3.2,275.0
129222,Litttle Chef Agartala,agartala,"north indian,chinese",3.8,200.0
308502,Mums Kitchen,agartala,north indian,3.7,200.0
379784,Bollywood Retro-A music and food hub,agartala,"snacks,tandoor",4.0,300.0
106155,The Fat Chicken,agartala,north indian,3.5,300.0
451858,Fresh Bite,agartala,"indian,chinese",3.9,100.0
346113,ME N MOMO,agartala,"indian,asian",4.4,150.0
345169,Ambar restaurant,agartala,"thalis,indian",3.7,200.0
470446,TAIPO,agartala,"chinese,indian",4.2,150.0
260664,Cafe Coffee Day,agartala,"beverages,snacks",3.9,300.0
142468,Kurry Klub,agartala,"indian,chinese",3.7,425.0
106659,The Hungry Port,agartala,north indian,4.0,250.0
498164,DEJA VU,agartala,"chinese,indian",3.9,300.0
129218,Barbie Food Stall,agartala,north indian,3.1,150.0
361218,INDIAN CAKES & NUTS,agartala,"indian,bakery",3.9,350.0
106652,Ritwika's Food Fresto,agartala,north indian,3.5,200.0
541876,Punjab grill,agartala,"indian,north indian",2.9,200.0
140285,Babuana,agartala,"indian,chinese",4.0,100.0
354470,Hungrilla (Homely),agartala,"bengali,thalis",3.6,200.0
381614,Mukhorochak,agartala,"bengali,indian",3.4,250.0
460534,MADHUR KHABAR,agartala,chinese,2.9,100.0
424638,Devi- Family Fast Food Center,agartala,"indian,chinese",4.1,150.0
422057,Balaji Sweets and Veg Restaurant,agartala,north indian,3.6,300.0
457691,RANNAGHAR,agartala,"indian,chinese",3.3,200.0
417721,Ritwika s Kitchen,agartala,"indian,chinese",3.4,150.0
378373,Grill Nation,agartala,"chinese,combo",3.5,500.0
155342,Sparks- The food hub,agartala,indian,4.0,275.0
484400,7 s Chai,agartala,"beverages,snacks",3.9,150.0
108693,Adi Sankar Hotel,agartala,north indian,3.3,400.0
398254,Devi- Golgappa Chat,agartala,"chaat,italian",3.4,120.0
129214,Zaika Restaurant,agartala,north indian,3.7,250.0
221998,Kebab Ghar,agartala,kebabs,4.0,200.0
142467,CILANTRO Multi Cuisine Restaurant,agartala,"thai,indian",4.0,325.0
387274,THE SERIAL GRILLER,agartala,"biryani,chinese",3.5,300.0
387984,Rahul fast Food Egg Cake,agartala,fast food,4.5,100.0
418431,Hungrilla Vegan (Pure Veg),agartala,"indian,bengali",3.6,150.0
256523,High Tree,agartala,indian,3.6,150.0
400695,Baku Tiffin House,agartala,"indian,biryani",4.0,200.0
190512,Domino's Pizza,agartala,pizzas,4.4,425.0
298120,Debbarma Food Corner,agartala,north eastern,2.4,200.0
298134,CHATHATAK (A COMPLETE TRIBAL FOOD),agartala,north eastern,3.6,200.0
516317,Aurum,agartala,"snacks,indian",3.3,350.0
307163,Khunti	Karai,agartala,indian,4.1,200.0
402269,Pork Lovers,agartala,"biryani,indian",2.9,150.0
492449,Maa Saradar Ranna Ghor,agartala,"indian,snacks",4.0,125.0
306768,Food Plaza,agartala,"chinese,mughlai",4.0,300.0
531066,BONGO ROSH,agartala,"north indian,chinese",3.4,300.0
548154,SKF FOOD WORLD,agartala,"indian,seafood",3.8,150.0
107750,Rock N Roll,agartala,"north indian,chinese",4.5,175.0
359032,TryMe,agartala,"indian,chinese",3.8,200.0
485620,Hotel VIP International Agartala,agartala,"biryani,kebabs",2.7,300.0
353206,Food Delight,agartala,chinese,4.2,150.0
231062,Sherowali Sweets and Fast Food,agartala,desserts,4.2,150.0
381622,Smooth Brew Cafe,agartala,"bakery,indian",3.7,150.0
424442,Dawat,agartala,"kebabs,biryani",3.6,300.0
439733,Green House,agartala,indian,2.3,200.0
392717,Rajbir Restaurant,agartala,indian,4.0,150.0
282725,FULL HOUSE - AQUILARIA CLUBHOUSE,agartala,"chinese,indian",4.3,600.0
302297,AMRITA FAST FOOD CENTRE,agartala,snacks,4.3,200.0
528945,TeaoOze (The snacks bar),agartala,"snacks,chinese",3.9,160.0
377559,HML Rooftop Restaurant,agartala,"chinese,biryani",3.9,450.0
372467,Hotel Polo Towers,agartala,"indian,chinese",3.6,600.0
376670,The Food Villa,agartala,chinese,4.4,180.0
376532,New Royal Veg,agartala,"indian,chinese",3.7,200.0
147502,Momos 20,agartala,indian,3.1,125.0
375975,Tihar Flavours of Jail,agartala,"indian,chinese",3.2,200.0
383822,Ginger,agartala,"chinese,kebabs",3.9,250.0
432874,Maa Bhagawati Bhoj,agartala,"indian,chinese",3.5,200.0
285935,Roasted Beans Cafe,agartala,"continental,pizzas",3.5,275.0
148656,Have Break Momo Stall,agartala,chinese,3.7,150.0
210521,Aap Ki Rasoi,agartala,"indian,chinese",3.8,150.0
513496,RAMKRISHNA HOTEL AND RESTAURANT,agartala,"indian,biryani",3.1,100.0
384964,Ajanta Hotel,agartala,"thalis,north indian",3.8,200.0
454572,OXYFEED RESTAURANT,agartala,"biryani,indian",4.0,150.0
133987,Nirmala Hotel & Restaurant,agartala,"north indian,chinese",3.6,225.0
515674,Bong Spice,agartala,"indian,fast food",3.3,200.0
235936,Roni Punjabi Dhaba,agartala,north indian,4.0,200.0
74562,Bhagat Halwai (Dayal Bagh),agra,"chinese,north indian",3.9,250.0
74569,Mama Chicken Mama Franky House,agra,"chinese,north indian",3.8,200.0
92199,Om Restaurant,agra,north indian,3.9,250.0
74558,Bhagat Halwai & Sons - Shahganj,agra,"south indian,north indian",3.9,250.0
102855,Deep Corner,agra,desserts,3.4,300.0
93939,Bhagat Halwai - Nehru Nagar (Civil Lines),agra,"sweets,south indian",4.0,200.0
299472,La Pino'z Pizza,agra,"pizzas,fast food",4.0,300.0
392498,The Manoj Restaurant,agra,"south indian,north indian",4.0,400.0
102884,Labbaik Chicken Corner,agra,north indian,3.2,600.0
202097,New Pizza King,agra,"pizzas,italian",4.0,300.0
102924,GMB - Gopika Sweets & Restaurant,agra,"sweets,north indian",4.1,200.0
289869,Pushpak Misthan Bhandar,agra,"sweets,street food",3.9,200.0
252910,Chimmanlal Poori Wale,agra,"desserts,north indian",3.5,200.0
422482,Deviram Royal Restaurant,agra,"north indian,chinese",3.5,400.0
102954,GMB Sweets,agra,"sweets,south indian",4.3,200.0
79627,FNP Cakes n More,agra,desserts,3.5,200.0
423314,Biryani & Kebab By Zahid Foods,agra,"north indian,biryani",3.9,300.0
91224,Shan-E-Hind,agra,north indian,3.5,400.0
97066,Chimmanlal Puri Wale (Since -1840 - Original),agra,north indian,3.7,100.0
254105,McDonald's,agra,american,3.9,400.0
102974,Cake House,agra,"bakery,desserts",3.2,150.0
407809,Pizza Hut,agra,pizzas,3.7,300.0
449485,Marwari Rasoi by Hotel Marwari,agra,"north indian,indian",3.7,100.0
307378,Ghar Ka Swad (By Papa Ji's),agra,indian,3.7,200.0
287492,Agra Chaat House,agra,"street food,snacks",3.5,150.0
448443,Agarwal Food Court,agra,"north indian,south indian",3.7,200.0
246075,GOYAL CAKES & BAKES,agra,"bakery,desserts",3.3,200.0
103437,Panchhi Petha,agra,desserts,4.5,200.0
475181,pizza cave,agra,pizzas,3.5,100.0
280486,Cake Wala,agra,bakery,3.8,500.0
266902,Sai food hub,agra,bakery,3.9,200.0
73714,The Greener Side,agra,"continental,desserts",4.0,300.0
89139,Cafe Coffee Day,agra,"beverages,snacks",4.4,300.0
79628,Bhawna Sweets,agra,"sweets,snacks",3.6,200.0
103442,Awadhi Foods,agra,north indian,3.9,200.0
74422,Domino's Pizza,agra,pizzas,4.4,400.0
74352,Bercos - If you love chinese,agra,"chinese,thai",4.0,400.0
74578,Aahar,agra,"north indian,south indian",4.0,400.0
432387,The Belgian Waffle Co.,agra,"desserts,beverages",4.2,200.0
475988,Delhi 6,agra,north indian,4.3,180.0
326710,STAR ULTIMATE PIZZA,agra,"pizzas,snacks",3.6,200.0
171258,Guru Kripa Yadav Dhaba,agra,"north indian,indian",3.7,200.0
75774,Sips and Bites,agra,"north indian,chinese",4.2,200.0
137924,Raj Rasoi Sweets & Restaurant,agra,"south indian,north indian",3.9,300.0
127111,Shri Anand Sakahari Bhojan,agra,north indian,3.8,200.0
81553,Manohar Lal Daulat Ram Garg( Gazak Wale),agra,desserts,4.2,400.0
269557,Yadav Dhaba Purana,agra,north indian,3.6,200.0
510896,Anand hi anand,agra,fast food,3.2,200.0
88366,Ravi Fast Food,agra,south indian,4.2,200.0
87254,Shubh Anand Hi Anand Bhojnalaya,agra,north indian,3.8,400.0
74564,Jain Restaurant,agra,"north indian,south indian",3.6,300.0
85788,Ashoka Bar,agra,north indian,4.0,400.0
517758,Biryani By Kilo,agra,"biryani,mughlai",4.1,700.0
